class,precision,recall,F1,accuracy,macroF1
0.0,0.696969696969697,0.971830985915493,0.811764705882353,,
1.0,0.7,1.0,0.8235294117647058,,
2.0,1.0,1.0,1.0,,
3.0,1.0,0.1,0.18181818181818182,,
4.0,0.6,0.21428571428571427,0.3157894736842105,,
5.0,1.0,0.6923076923076923,0.8181818181818181,,
6.0,1.0,0.8,0.888888888888889,,
7.0,0.0,0.0,0.0,,
8.0,0.0,0.0,0.0,,
,,,,0.751412429378531,0.537774720024462
